,main_category,location,model,price,page,weekday,region,colour_type
28679,3,1,2,33,4,1,1,4
28680,3,1,1,48,4,1,1,4
28681,3,4,1,43,1,1,1,1
28682,3,2,1,43,2,1,1,3
28683,3,6,1,50,2,1,1,5
28684,3,6,1,43,2,1,1,1
28685,2,2,1,38,2,1,1,3
28704,3,4,1,33,1,1,1,3
28705,2,3,1,48,1,1,1,1
28706,2,3,1,57,2,1,1,4
28732,1,1,1,43,1,1,4,3
28733,1,1,1,62,2,1,4,1
28734,1,5,1,28,1,1,4,1
28735,4,1,1,38,1,1,4,3
28738,1,2,1,43,1,1,1,3
28739,3,3,1,48,1,1,1,1
28740,3,4,2,28,1,1,1,5
28741,3,2,1,28,3,1,1,3
28742,3,2,2,28,3,1,1,1
28743,3,3,1,55,3,1,1,1
28744,3,5,1,20,3,1,1,1
28745,3,6,1,38,3,1,1,2
28746,3,1,1,48,4,1,1,4
28747,2,1,2,57,1,1,1,3
28748,2,4,1,38,1,1,1,2
28749,2,5,2,62,1,1,1,3
28750,2,4,1,62,2,1,1,2
28751,2,6,1,48,2,1,1,2
28763,2,1,1,57,1,1,1,2
28766,2,4,1,62,2,1,4,2
28767,2,2,1,57,2,1,4,3
28768,2,4,1,43,1,1,4,2
28779,1,4,1,62,1,1,1,3
28780,1,4,1,38,1,1,1,3
28781,1,4,1,38,1,1,1,2
28782,1,4,1,38,1,1,1,2
28783,1,4,1,38,1,1,1,3
28784,1,4,1,38,1,1,1,2
28785,1,4,1,38,1,1,1,2
28786,1,6,1,62,1,1,1,2
28787,1,4,1,38,1,1,1,2
28788,1,4,1,38,1,1,1,3
28789,1,4,1,38,1,1,1,2
28790,1,4,1,38,1,1,1,3
28791,1,4,1,38,1,1,1,2
28792,2,2,2,52,1,1,1,1
28793,1,2,2,38,1,1,1,3
28794,1,3,1,55,2,1,1,3
28795,1,2,1,43,3,1,1,2
28796,2,1,1,38,2,1,1,4
28797,2,1,1,57,1,1,1,2
28798,1,2,1,43,1,1,1,3
28799,1,1,1,43,1,1,1,3
28800,1,2,1,43,1,1,1,3
28801,1,5,1,28,1,1,2,1
28802,1,1,1,72,1,1,2,3
28803,1,3,1,62,1,1,2,3
28831,1,2,2,33,2,1,1,1
28832,1,2,1,48,2,1,1,2
28833,1,3,1,38,2,1,1,1
28834,1,3,1,38,2,1,1,2
28835,1,3,1,55,2,1,1,3
28836,1,4,2,43,2,1,1,1
28837,1,5,2,62,2,1,1,1
28838,1,5,1,38,2,1,1,2
28839,1,6,1,33,2,1,1,1
28840,1,2,1,43,3,1,1,2
28841,3,3,1,48,1,1,1,1
28872,1,2,1,28,3,1,1,1
28873,2,5,1,57,2,1,1,5
28874,2,4,1,67,1,1,1,2
28875,1,4,1,62,1,1,1,3
28876,4,2,1,38,1,1,1,2
28877,1,1,1,38,3,1,1,2
28878,2,4,1,67,1,1,1,2
28879,2,4,1,38,1,1,1,2
28880,2,5,2,62,1,1,1,3
28881,2,5,1,38,1,1,1,5
28884,3,3,1,48,1,1,1,1
28885,3,6,1,50,2,1,1,5
28886,3,1,2,57,4,1,1,1
28938,1,2,1,43,1,1,2,3
28939,1,5,1,38,2,1,2,2
28940,1,5,2,62,2,1,2,1
28941,1,1,1,38,3,1,2,2
28942,1,1,1,62,3,1,2,2
28943,1,2,2,38,3,1,2,2
28944,1,1,1,62,3,1,2,1
28945,2,3,1,57,2,1,2,2
28946,1,2,1,43,3,1,2,2
28947,1,3,1,82,1,1,2,3
28948,1,5,1,60,1,1,2,3
28957,1,2,1,28,3,1,2,1
28958,1,4,1,60,2,1,2,2
28959,2,6,2,38,1,1,2,1
28993,4,1,1,38,1,1,4,3
28994,4,2,1,38,1,1,4,2
28995,4,5,2,38,1,1,4,2
28996,4,2,1,43,1,1,4,2
28997,4,5,1,28,3,1,4,5
28998,4,4,2,48,5,1,4,1
28999,4,5,1,43,2,1,4,5
29000,4,6,1,28,2,1,4,2
29001,2,6,2,38,1,1,4,1
29002,2,1,1,57,1,1,4,2
29003,1,1,1,43,1,1,4,3
29004,3,1,1,43,1,1,4,3
29005,3,2,1,48,1,1,4,3
29006,3,3,1,48,1,1,4,4
29007,3,4,1,33,1,1,4,3
29008,3,4,2,28,1,1,4,5
29009,3,2,2,43,2,1,4,3
29010,3,1,1,48,2,1,4,3
29011,3,3,1,48,2,1,4,3
29012,3,6,1,43,2,1,4,1
29013,3,6,1,48,2,1,4,3
29014,3,1,2,57,4,1,4,1
29045,1,4,1,62,1,1,2,3
29046,1,4,1,38,2,1,2,1
29055,1,5,1,38,2,1,1,1
29056,1,5,1,28,1,1,1,1
29057,1,5,1,60,1,1,1,3
29058,1,5,2,33,1,1,1,1
29059,1,6,1,33,1,1,1,1
29060,1,1,1,62,2,1,1,1
29061,1,2,1,62,2,1,1,2
29062,1,4,1,38,2,1,1,1
29063,1,5,2,62,2,1,1,1
29064,1,5,1,38,2,1,1,2
29065,1,6,1,38,2,1,1,2
29070,1,5,2,33,1,1,4,1
29562,2,1,2,57,1,1,1,3
29563,2,2,1,57,2,1,1,3
29564,2,4,1,57,2,1,1,5
29565,1,2,1,43,1,1,1,3
29577,1,3,1,82,1,1,2,3
29578,1,4,1,38,1,1,1,2
29579,1,5,2,33,1,1,1,1
29580,3,3,1,48,1,1,1,1
29581,3,5,1,20,3,1,1,1
29582,3,2,1,48,1,1,1,3
29583,3,2,1,33,1,1,1,1
29584,3,3,1,28,2,1,1,1
29585,3,5,2,26,3,1,1,2
29586,3,2,2,28,3,1,1,1
29587,3,2,2,28,3,1,1,1
29588,3,2,1,48,1,1,1,3
29589,3,2,2,28,3,1,1,1
29590,3,5,1,20,3,1,1,1
29591,3,2,1,28,3,1,1,4
29592,3,1,1,43,3,1,1,2
29593,2,1,1,52,1,1,1,3
29594,1,2,2,38,1,1,1,3
29595,1,4,1,62,1,1,1,3
29596,1,5,1,28,1,1,1,1
29597,1,2,2,33,2,1,1,1
29598,1,6,2,33,2,1,1,1
29599,1,2,1,62,2,1,1,2
29600,1,6,1,33,2,1,1,1
29601,1,2,1,43,3,1,1,2
29602,1,1,1,43,1,1,1,3
29603,1,4,1,38,1,1,1,3
29604,1,4,1,38,1,1,1,2
29605,1,3,1,43,1,1,1,3
29606,1,3,1,62,1,1,1,3
29607,1,4,1,62,1,1,1,3
29608,3,6,1,28,1,1,1,4
29609,1,3,1,82,1,1,1,3
29610,1,4,1,62,1,1,1,3
29611,1,3,1,43,1,1,1,3
29612,3,4,2,52,2,1,1,1
29613,3,2,2,28,3,1,1,1
29614,3,2,1,28,3,1,1,3
29615,3,5,2,26,3,1,1,2
29616,2,5,1,38,2,1,1,1
29617,3,2,1,48,1,1,1,3
29618,1,4,1,62,1,1,1,3
29619,1,4,1,38,1,1,1,2
29620,1,4,1,60,2,1,1,2
29621,1,1,1,62,3,1,1,1
29622,1,1,1,62,3,1,1,2
29623,1,2,2,38,3,1,1,2
29624,1,4,1,62,1,1,1,3
29898,1,6,1,33,1,1,1,1
29899,1,1,2,33,2,1,1,3
29900,2,6,2,38,1,1,1,1
29901,2,6,1,52,1,1,1,3
29902,3,6,1,48,1,1,1,1
29913,1,6,1,33,1,1,1,1
29914,1,6,1,33,1,1,1,1
30015,1,5,2,33,1,1,1,1
30016,2,1,1,57,1,1,1,2
30017,2,4,1,67,1,1,1,2
30018,2,5,2,62,1,1,1,3
30019,2,6,1,48,2,1,1,2
30020,2,2,1,57,2,1,1,3
30021,2,5,1,38,2,1,1,1
30022,2,5,1,57,2,1,1,5
30023,2,4,1,38,2,1,1,5
30024,2,1,1,38,2,1,1,4
30025,2,1,1,57,1,1,1,2
30032,1,5,1,28,1,1,3,1
30033,4,6,2,38,1,1,3,2
30034,4,4,1,33,1,1,3,2
30121,1,4,1,38,1,1,1,2
30122,1,1,1,28,1,1,1,4
30123,1,1,1,43,1,1,1,3
30124,1,1,1,72,1,1,1,3
30125,1,2,2,38,1,1,1,3
30126,1,2,1,43,1,1,1,3
30127,1,2,1,43,1,1,1,3
30128,1,3,1,43,1,1,1,3
30129,1,3,1,43,1,1,1,3
30130,1,3,1,62,1,1,1,3
30131,1,3,1,82,1,1,1,3
30132,1,4,1,38,1,1,1,3
30133,1,4,1,38,1,1,1,2
30134,1,5,1,28,1,1,1,1
30135,1,5,1,38,2,1,1,2
30144,1,1,1,28,1,1,1,4
30145,1,1,1,43,1,1,1,3
30146,1,6,1,62,1,1,1,2
30147,1,3,1,43,1,1,1,3
30148,1,4,1,62,1,1,1,3
30149,1,5,1,60,1,1,1,3
30150,2,6,1,48,2,1,1,2
30151,2,2,1,57,2,1,1,3
30152,2,5,2,33,2,1,1,1
30153,1,3,1,62,1,1,1,3
30154,3,5,2,26,3,1,1,2
30155,3,5,2,20,3,1,1,5
30156,3,1,2,57,4,1,1,1
30157,3,2,2,52,4,1,1,4
30158,3,1,2,57,4,1,1,1
30159,3,5,2,26,3,1,1,2
30160,1,4,1,38,1,1,1,2
30172,4,4,2,65,1,1,1,2
30173,4,5,2,38,1,1,1,2
30174,4,3,2,23,1,1,1,2
30175,3,2,1,48,1,1,1,3
30176,3,4,1,43,1,1,1,1
30177,3,4,1,33,1,1,1,3
30178,3,5,1,33,1,1,1,1
30179,1,3,1,62,1,1,1,3
30180,3,3,2,48,1,1,1,2
30193,2,2,1,52,1,1,2,4
30194,3,2,1,33,2,1,2,3
30195,4,5,2,38,1,1,2,2
30224,1,5,1,28,1,1,1,1
30225,1,3,1,43,1,1,1,3
30226,3,3,2,48,1,1,1,2
30227,3,6,1,48,1,1,1,5
30228,2,2,1,52,1,1,1,4
30229,2,1,1,57,1,1,1,2
30269,2,4,1,67,1,1,4,2
30272,1,2,1,43,1,1,4,3
30273,1,5,2,62,2,1,4,1
30274,2,2,1,52,1,1,4,4
30275,2,6,2,38,1,1,4,1
30276,3,2,1,48,1,1,4,3
30277,1,5,1,28,1,1,4,1
30278,4,6,1,33,1,1,4,3
30279,4,5,1,38,1,1,4,2
30292,2,2,2,52,1,1,1,1
30293,1,1,1,28,1,1,1,4
30294,1,4,1,62,1,1,1,3
30295,3,3,2,48,1,1,1,2
30296,3,4,1,43,1,1,1,1
30297,3,4,2,52,2,1,1,1
30298,3,3,1,33,2,1,1,2
30299,2,6,2,38,1,1,1,1
30300,1,4,1,38,1,1,1,3
30343,3,1,2,48,2,1,1,4
30344,3,4,1,28,3,1,1,1
30345,3,4,2,28,2,1,1,2
30346,2,3,1,48,1,1,1,1
30347,3,1,2,28,1,1,1,2
30348,3,3,1,48,2,1,1,3
30454,3,6,1,48,1,1,1,5
30455,3,5,1,48,1,1,1,5
30456,1,5,2,62,2,1,1,1
30457,3,2,1,48,1,1,1,3
30458,3,2,1,48,1,1,1,3
30466,2,1,2,57,1,1,1,3
30467,2,2,1,52,1,1,1,4
30468,1,5,1,28,1,1,1,1
30469,1,5,2,33,1,1,1,1
30470,1,2,2,38,1,1,1,3
30471,3,2,1,48,1,1,1,3
30472,2,2,1,57,2,1,1,3
30541,2,2,1,52,1,1,1,4
30542,2,1,1,57,1,1,1,2
30543,2,3,1,57,2,1,1,4
30544,2,2,1,38,2,1,1,3
30545,2,5,2,33,2,1,1,1
30546,2,6,1,48,2,1,1,2
30566,1,4,1,62,1,1,1,3
30567,1,2,1,62,2,1,1,2
30568,1,2,1,62,2,1,1,2
30573,1,1,1,72,1,1,4,3
30574,1,2,1,43,1,1,4,3
30575,3,4,2,28,1,1,4,5
30576,3,2,1,48,1,1,4,3
30577,3,4,1,33,1,1,4,3
30578,3,6,1,48,1,1,4,1
30579,3,4,1,48,3,1,4,2
30580,3,1,1,38,3,1,4,4
30581,3,6,1,38,3,1,4,1
30582,3,2,2,28,3,1,4,1
30583,3,2,1,48,1,1,4,2
30584,3,6,1,48,1,1,4,5
30585,3,6,1,48,2,1,4,3
30586,3,2,1,28,3,1,4,3
30587,4,1,1,38,1,1,4,3
30588,4,1,1,48,1,1,4,2
30589,4,4,1,33,2,1,4,2
30590,4,1,1,33,3,1,4,5
30591,4,1,1,43,3,1,4,1
30592,4,2,2,28,3,1,4,1
30593,4,4,2,33,3,1,4,5
30594,4,5,1,38,4,1,4,5
30595,4,6,2,38,4,1,4,1
30596,1,4,1,38,1,1,1,2
30597,1,5,1,60,1,1,1,3
30601,1,1,1,43,1,1,4,3
30602,1,4,1,38,1,1,4,2
30603,1,1,1,72,1,1,4,3
30604,1,3,1,82,1,1,4,3
30605,1,3,1,38,2,1,4,1
30606,1,6,2,33,2,1,4,1
30607,1,3,1,62,3,1,4,2
30608,1,2,1,28,3,1,4,1
30609,2,2,1,52,1,1,4,4
30610,2,4,1,62,2,1,4,2
30611,2,5,1,38,2,1,4,1
30612,3,1,2,28,1,1,4,2
30613,2,4,1,38,1,1,1,2
30614,2,5,1,38,1,1,1,5
30615,2,1,1,57,1,1,1,2
30616,1,5,2,33,1,1,1,1
30617,3,3,2,48,1,1,1,2
30618,1,3,1,62,1,1,1,3
30629,1,4,1,38,1,1,1,3
30630,1,1,1,72,1,1,1,3
30635,2,1,1,67,2,1,2,3
30636,2,4,1,57,2,1,2,5
30637,3,4,2,28,1,1,2,5
30646,4,4,2,38,1,1,2,2
30647,4,4,2,38,1,1,2,2
30648,4,5,1,43,2,1,2,5
30649,4,6,2,48,2,1,2,5
30650,4,6,2,48,2,1,2,5
30651,4,3,1,33,3,1,2,5
30652,4,3,1,33,3,1,2,5
30653,4,1,1,33,3,1,2,5
30654,4,1,1,33,3,1,2,5
30655,4,6,2,38,4,1,2,1
30656,4,2,2,38,4,1,2,2
30657,4,2,2,38,4,1,2,2
30658,1,1,2,33,2,1,2,3
30659,1,1,1,62,2,1,2,1
30660,1,5,1,28,1,1,2,1
30661,1,5,1,28,1,1,2,1
30662,1,6,1,33,1,1,2,1
30663,1,6,1,33,1,1,2,1
30664,2,6,1,52,1,1,2,3
30665,2,6,1,52,1,1,2,3
30666,2,6,1,52,1,1,2,3
30667,2,3,1,38,1,1,2,1
30668,2,3,1,38,1,1,2,1
30669,2,3,2,52,1,1,2,2
30670,2,3,2,52,1,1,2,2
30671,2,6,2,38,1,1,2,1
30672,2,2,2,52,1,1,2,1
30673,2,2,2,52,1,1,2,1
30674,2,2,1,52,1,1,2,4
30675,2,2,1,52,1,1,2,4
30676,3,4,1,33,1,1,2,3
30677,3,4,1,33,1,1,2,3
30678,4,1,1,48,2,1,2,2
30679,4,1,1,48,2,1,2,2
30680,4,1,1,23,2,1,2,3
30681,4,1,1,23,2,1,2,3
30682,4,4,1,28,3,1,2,1
30683,4,4,1,28,3,1,2,1
30684,4,4,1,28,3,1,2,1
30685,4,3,2,28,3,1,2,3
30686,4,3,2,28,3,1,2,3
30687,4,2,2,28,3,1,2,1
30688,4,2,2,28,3,1,2,1
30765,1,4,1,62,1,1,1,3
30766,3,1,1,43,1,1,2,3
30767,1,2,1,43,1,1,2,3
30768,2,4,1,38,1,1,2,2
30769,2,2,1,52,1,1,2,4
30770,2,1,2,57,1,1,2,3
30771,2,3,1,48,1,1,2,1
30772,2,1,1,57,1,1,2,2
30773,2,4,1,43,1,1,2,2
30774,2,4,1,67,1,1,2,2
30775,2,6,1,52,1,1,2,3
30776,2,5,1,38,1,1,2,5
30777,2,6,2,38,1,1,2,1
30778,2,5,2,62,1,1,2,3
30779,2,5,1,62,1,1,2,2
30780,2,3,2,52,1,1,2,2
30781,2,2,1,38,2,1,2,3
30782,2,2,1,57,2,1,2,3
30783,2,1,1,38,2,1,2,4
30784,2,4,1,62,2,1,2,2
30785,2,3,1,38,2,1,2,1
30786,2,5,2,33,2,1,2,1
30787,2,5,1,57,2,1,2,5
30788,2,6,1,48,2,1,2,2
30789,3,2,1,48,1,1,2,2
30790,3,6,1,48,1,1,2,1
30791,3,4,1,33,1,1,2,3
30792,3,2,2,52,4,1,2,4
30793,3,1,2,33,4,1,2,4
30794,3,1,2,57,4,1,2,1
30795,3,1,1,48,4,1,2,4
30796,4,3,2,28,1,1,2,2
30797,4,5,2,38,1,1,2,2
31050,1,6,2,33,2,1,1,1
31051,2,3,1,57,2,1,1,2
31052,3,2,1,33,2,1,1,3
31053,3,4,2,28,2,1,1,2
31054,3,2,2,28,3,1,1,1
31055,3,1,2,33,4,1,1,4
31258,3,5,1,48,1,1,1,5
31259,3,1,2,57,4,1,1,1
31260,3,4,2,28,2,1,1,2
31261,3,6,1,48,2,1,1,3
31352,1,5,1,60,1,1,2,3
31542,1,2,1,43,1,1,1,3
31543,2,1,1,52,1,1,1,3
31645,1,4,1,38,1,1,1,2
31646,1,4,1,38,1,1,1,3
31647,1,1,1,72,1,1,1,3
31648,1,2,1,43,1,1,1,3
31649,1,2,1,43,1,1,1,3
31650,1,5,1,38,2,1,1,1
31651,1,5,2,62,2,1,1,1
31742,3,1,1,43,1,1,4,3
31743,2,5,2,62,1,1,4,3
31744,1,1,1,43,1,1,4,3
31784,2,2,1,52,1,1,2,4
31785,2,5,2,62,1,1,2,3
31786,4,2,1,43,1,1,2,2
31787,4,4,1,33,1,1,2,2
31788,4,6,2,38,1,1,2,2
31789,4,3,2,23,1,1,2,2
31790,4,5,2,38,1,1,2,2
31791,3,1,2,28,1,1,2,2
31792,3,6,1,48,1,1,2,1
31793,2,2,1,57,2,1,2,3
31794,2,1,1,38,2,1,2,4
31795,2,5,1,62,1,1,2,2
31796,1,5,1,60,1,1,2,3
31797,1,4,1,38,1,1,2,3
31798,1,5,2,33,1,1,2,1
31799,1,6,1,38,1,1,2,2
31800,1,5,2,62,2,1,2,1
31801,1,4,2,43,2,1,2,1
31802,1,3,1,62,3,1,2,2
31834,3,5,2,26,3,1,1,2
31835,3,6,1,48,1,1,1,1
31836,3,2,2,28,3,1,1,1
31837,3,1,2,57,4,1,1,1
31838,3,1,2,57,4,1,1,1
31839,3,5,2,26,3,1,1,2
31840,1,2,1,43,1,1,1,3
31841,1,1,1,28,1,1,1,4
31842,1,1,1,28,1,1,1,4
31843,1,1,1,43,1,1,1,3
31844,1,1,1,43,1,1,1,3
31845,2,4,1,57,2,1,1,5
31846,2,4,1,57,2,1,1,5
31847,2,5,1,38,2,1,1,1
31848,2,5,1,38,2,1,1,1
31849,2,3,1,57,2,1,1,4
31850,2,3,1,57,2,1,1,4
31851,1,4,1,38,1,1,1,2
31852,1,3,1,62,1,1,1,3
31853,1,4,2,43,2,1,1,1
31854,1,5,1,38,2,1,1,1
31855,3,5,1,33,2,1,1,2
31856,3,4,2,28,2,1,1,2
31857,1,2,1,43,1,1,1,3
31858,3,2,1,48,1,1,1,3
31860,2,6,1,52,1,1,1,3
31861,2,6,2,38,1,1,1,1
31862,2,6,2,38,1,1,1,1
31863,2,1,1,52,1,1,1,3
31864,2,1,1,52,1,1,1,3
31865,1,4,1,38,1,1,1,3
31866,1,3,1,82,1,1,1,3
31867,2,6,1,52,1,1,1,3
31868,1,2,1,43,1,1,1,3
31869,1,3,1,62,1,1,1,3
31870,1,6,1,38,1,1,1,2
31871,1,3,1,82,1,1,1,3
31872,1,4,1,38,1,1,1,3
31873,1,5,2,33,1,1,1,1
31874,1,6,1,62,1,1,1,2
31875,2,1,1,52,1,1,1,3
31876,2,2,1,52,1,1,1,2
31877,2,6,1,52,1,1,1,3
31878,2,5,2,62,1,1,1,3
31879,3,3,1,48,1,1,1,1
31880,3,5,1,20,3,1,1,1
31881,3,5,2,26,3,1,1,2
31882,3,2,2,28,3,1,1,1
31883,3,5,2,20,3,1,1,5
31884,3,2,1,48,1,1,1,3
31885,3,1,2,57,4,1,1,1
31886,3,1,2,33,4,1,1,4
31887,3,2,2,48,4,1,1,1
31888,3,2,2,52,4,1,1,4
31889,1,1,1,72,1,1,1,3
31893,1,1,1,72,1,1,1,3
31894,1,5,1,28,1,1,1,1
31895,1,1,1,62,2,1,1,1
31896,2,2,1,52,1,1,1,4
31897,2,2,1,52,1,1,1,4
31898,2,5,1,38,2,1,1,1
31916,1,1,1,28,1,1,1,4
31917,1,1,1,43,1,1,1,3
31918,1,1,1,72,1,1,1,3
31919,1,2,1,43,1,1,1,3
31920,1,3,1,62,1,1,1,3
31921,1,4,1,62,1,1,1,3
31922,1,6,1,38,1,1,1,2
31923,1,2,1,43,1,1,1,3
31924,1,2,1,43,1,1,1,3
31925,1,1,1,72,1,1,1,3
31926,1,1,1,43,1,1,1,3
31927,2,1,2,57,1,1,1,3
31928,2,4,1,67,1,1,1,2
31929,2,5,2,62,1,1,1,3
31930,2,5,1,38,1,1,1,5
31931,3,5,1,48,1,1,1,5
31932,3,2,1,48,1,1,1,2
31933,3,5,1,23,1,1,1,5
31934,3,3,1,33,2,1,1,2
31935,3,4,2,28,2,1,1,2
31936,3,5,1,33,2,1,1,2
31937,3,6,1,50,2,1,1,5
31938,2,6,1,48,2,1,1,2
31939,1,2,1,62,2,1,1,2
32042,3,3,1,48,1,1,1,1
32043,3,4,2,52,2,1,1,1
32044,3,2,2,28,3,1,1,1
32045,3,5,2,20,3,1,1,5
32046,1,4,1,62,1,1,1,3
32047,1,4,2,43,2,1,1,1
32048,3,4,1,43,1,1,1,1
32049,3,6,1,43,2,1,1,1
32050,1,4,1,38,1,1,1,3
32051,2,2,1,52,1,1,1,4
32054,3,3,2,48,1,1,1,2
32055,1,2,1,43,1,1,1,3
32056,1,1,1,43,1,1,1,3
32057,1,1,1,72,1,1,1,3
32058,1,4,1,62,1,1,1,3
32059,1,4,1,38,1,1,1,2
32060,3,5,1,23,1,1,1,5
32061,3,6,1,48,1,1,1,5
32062,3,3,1,48,1,1,1,1
32063,1,5,2,33,1,1,1,1
32064,1,5,1,38,2,1,1,2
32065,1,1,1,62,3,1,1,1
32066,2,2,1,38,2,1,1,3
32067,2,3,1,38,2,1,1,1
32068,2,3,1,57,2,1,1,4
32069,2,3,1,57,2,1,1,2
32070,3,5,2,26,3,1,1,2
32071,3,1,2,57,4,1,1,1
32091,1,6,1,33,1,1,1,1
32092,1,4,1,38,1,1,1,2
32093,3,6,1,48,1,1,1,5
32094,2,2,1,52,1,1,1,4
32101,1,1,1,43,1,1,1,3
32102,1,2,2,38,1,1,1,3
32103,1,3,1,43,1,1,1,3
32104,1,2,1,43,1,1,1,3
32177,3,2,1,33,1,1,2,1
32240,3,2,1,48,1,0,1,3
32241,3,6,1,28,1,0,1,4
32242,3,6,1,48,2,0,1,3
32243,3,4,2,52,2,0,1,1
32244,1,2,2,38,1,0,1,3
32245,1,1,1,43,1,0,1,3
32246,1,1,1,62,2,0,1,1
32247,3,2,1,28,3,0,1,4
32248,2,2,2,52,1,0,1,1
32249,3,6,1,48,1,0,1,1
32250,3,1,2,33,4,0,1,4
32251,3,2,2,52,4,0,1,4
32252,2,2,1,52,1,0,1,4
32253,2,1,1,52,1,0,1,3
32254,2,1,2,57,1,0,1,3
32255,2,4,1,57,2,0,1,5
32256,3,5,1,33,2,0,1,3
32257,1,5,1,38,2,0,1,1
32258,2,1,1,57,1,0,1,2
32259,2,1,1,52,1,0,1,3
32260,1,1,1,62,2,0,1,1
32261,1,5,1,28,1,0,1,1
32285,1,2,2,38,1,0,4,3
32294,1,2,2,38,1,0,2,3
32295,1,2,2,33,2,0,2,1
32296,2,1,2,57,1,0,2,3
32297,2,4,1,62,2,0,2,2
32298,2,3,1,57,2,0,2,4
32299,2,1,1,67,2,0,2,3
32300,2,3,1,57,2,0,2,2
32301,2,3,1,38,2,0,2,1
32302,2,4,1,62,2,0,2,2
32303,1,6,1,33,1,0,1,1
32304,1,2,2,38,1,0,1,3
32305,1,2,2,38,1,0,1,3
32306,2,1,1,57,1,0,1,2
32307,2,1,1,57,1,0,1,2
32308,3,4,1,43,1,0,1,1
32309,3,2,1,33,1,0,1,1
32310,3,2,1,33,1,0,1,1
32311,3,1,1,43,1,0,1,3
32312,3,3,2,28,3,0,1,1
32313,3,3,2,28,3,0,1,1
32314,3,6,1,38,3,0,1,1
32315,3,6,1,38,3,0,1,1
32316,3,2,2,52,4,0,1,4
32317,1,1,1,72,1,0,4,3
32318,2,1,1,52,1,0,4,3
32319,3,1,2,28,1,0,4,2
32320,3,2,1,48,1,0,4,2
32321,3,3,1,48,1,0,4,4
32322,3,2,1,48,1,0,4,2
32323,3,1,2,28,1,0,4,2
32324,3,3,1,48,1,0,4,1
32325,3,4,2,28,1,0,4,5
32326,3,4,1,33,1,0,4,3
32327,3,4,1,43,1,0,4,1
32328,3,5,1,48,1,0,4,5
32329,3,5,1,23,1,0,4,5
32330,3,5,1,33,1,0,4,1
32331,3,6,1,48,1,0,4,1
32332,3,6,1,48,1,0,4,5
32333,3,2,1,33,2,0,4,3
32334,3,4,2,28,2,0,4,2
32335,3,6,1,48,2,0,4,3
32336,3,6,1,43,2,0,4,1
32337,3,1,1,43,3,0,4,2
32338,3,1,1,38,3,0,4,4
32339,3,5,2,26,3,0,4,2
32340,3,5,2,20,3,0,4,5
32341,3,6,1,38,3,0,4,2
32342,3,6,1,38,3,0,4,1
32343,3,4,1,48,3,0,4,2
32344,3,6,1,57,3,0,4,1
32345,3,2,2,28,3,0,4,1
32346,4,1,1,38,1,0,4,3
32347,4,1,1,48,1,0,4,2
32348,4,2,1,43,1,0,4,2
32349,4,5,2,38,1,0,4,2
32350,4,2,1,43,3,0,4,2
32351,4,2,2,28,3,0,4,1
32352,4,4,2,33,3,0,4,5
32353,4,1,1,43,3,0,4,1
32354,4,5,1,33,3,0,4,1
32355,4,5,2,33,3,0,4,1
32356,4,6,2,38,4,0,4,1
32357,4,4,2,43,4,0,4,5
32358,4,5,1,38,4,0,4,5
32359,4,2,2,38,4,0,4,2
32383,1,1,1,43,1,0,1,3
32384,1,5,1,28,1,0,1,1
32385,1,6,1,33,1,0,1,1
32386,1,6,1,62,1,0,1,2
32387,1,2,1,62,2,0,1,2
32388,1,5,1,38,2,0,1,1
32389,3,2,1,48,1,0,1,3
32390,3,2,2,43,2,0,1,3
32391,3,5,2,26,3,0,1,2
32392,3,3,1,55,3,0,1,1
32393,3,3,1,55,3,0,1,1
32394,2,1,1,57,1,0,1,2
32395,2,2,1,52,1,0,1,4
32396,2,4,1,43,1,0,1,2
32397,2,3,1,57,2,0,1,2
32398,2,6,1,48,2,0,1,2
32399,3,4,1,33,1,0,1,3
32400,2,3,1,48,1,0,1,1
32401,2,2,1,52,1,0,1,2
32402,2,2,1,52,1,0,1,4
32403,3,5,1,48,2,0,1,1
32426,1,1,1,43,1,0,1,3
32427,1,4,1,38,1,0,1,2
32454,2,1,1,57,1,0,2,2
32455,3,4,2,48,2,0,2,2
32456,4,3,2,23,1,0,2,2
32457,4,3,2,28,3,0,2,3
32458,4,6,2,38,4,0,2,1
32459,3,2,2,28,3,0,2,1
32460,3,2,2,28,3,0,2,1
32461,3,2,2,28,3,0,2,1
32462,1,1,1,28,1,0,4,4
32463,1,5,1,28,1,0,4,1
32464,1,6,1,33,1,0,4,1
32465,1,5,2,33,1,0,4,1
32466,3,5,1,48,1,0,4,5
32467,3,2,1,48,1,0,4,3
32468,3,2,1,48,1,0,4,2
32502,1,4,1,38,1,0,1,2
32503,3,3,2,48,1,0,1,2
32504,3,4,2,28,1,0,1,5
32505,3,3,1,33,2,0,1,2
32506,3,6,1,50,2,0,1,5
32626,2,2,1,52,1,0,1,4
32627,2,1,1,52,1,0,1,3
32628,2,2,1,52,1,0,1,2
32629,2,2,1,52,1,0,1,2
32630,2,4,1,38,1,0,1,2
32631,2,2,1,52,1,0,1,4
32632,3,4,1,33,1,0,1,3
32633,3,2,1,48,1,0,1,3
33022,1,6,1,33,1,0,4,1
33023,1,6,1,33,1,0,4,1
33024,1,1,1,62,3,0,4,1
33025,1,4,1,38,1,0,4,2
33026,4,2,1,43,5,0,4,3
33191,1,1,1,28,1,0,4,4
33192,1,2,2,38,1,0,4,3
33193,1,5,1,28,1,0,4,1
